AB1_MENINGOCOCCAL	Meningococcal infection	I Certain infectious and parasitic diseases (AB1_)	282	439048	https://risteys.finngen.fi/endpoints/AB1_MENINGOCOCCAL
AB1_MUMPS	Mumps	I Certain infectious and parasitic diseases (AB1_)	995	486087	https://risteys.finngen.fi/endpoints/AB1_MUMPS
AB1_MYCOSES	Mycoses	I Certain infectious and parasitic diseases (AB1_)	11371	488977	https://risteys.finngen.fi/endpoints/AB1_MYCOSES
AB1_MYSOSIS_NOS	Other mycoses, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	99	488977	https://risteys.finngen.fi/endpoints/AB1_MYSOSIS_NOS
AB1_OTHER_BACTERIAL	Other bacterial diseases	I Certain infectious and parasitic diseases (AB1_)	61300	439048	https://risteys.finngen.fi/endpoints/AB1_OTHER_BACTERIAL
AB1_OTHER_BACT_INOTHER	Other bacterial agents as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	346	496827	https://risteys.finngen.fi/endpoints/AB1_OTHER_BACT_INOTHER
AB1_OTHER_CESTODE	Other cestode infections	I Certain infectious and parasitic diseases (AB1_)	121	499726	https://risteys.finngen.fi/endpoints/AB1_OTHER_CESTODE
AB1_OTHER_CHLAMYDIAE	Other diseases caused by chlamydiae	I Certain infectious and parasitic diseases (AB1_)	426	499922	https://risteys.finngen.fi/endpoints/AB1_OTHER_CHLAMYDIAE
AB1_OTHER_CONDITIONS	Human immunodeficiency virus [HIV] disease resulting in other conditions	I Certain infectious and parasitic diseases (AB1_)	530	499754	https://risteys.finngen.fi/endpoints/AB1_OTHER_CONDITIONS
AB1_OTHER_INFECTIONS	Other infectious diseases	I Certain infectious and parasitic diseases (AB1_)	3031	497317	https://risteys.finngen.fi/endpoints/AB1_OTHER_INFECTIONS
AB1_OTHER_INFESTATIONS	Other infestations	I Certain infectious and parasitic diseases (AB1_)	71	498117	https://risteys.finngen.fi/endpoints/AB1_OTHER_INFESTATIONS
AB1_OTHER_MOSQUITO_FEVER	Other mosquito-borne viral fevers	I Certain infectious and parasitic diseases (AB1_)	75	496577	https://risteys.finngen.fi/endpoints/AB1_OTHER_MOSQUITO_FEVER
AB1_OTHER_MYCOBAC	Infection due to other mycobacteria	I Certain infectious and parasitic diseases (AB1_)	534	439048	https://risteys.finngen.fi/endpoints/AB1_OTHER_MYCOBAC
AB1_OTHER_PROTOZOAL	Other protozoal intestinal diseases	I Certain infectious and parasitic diseases (AB1_)	497	444292	https://risteys.finngen.fi/endpoints/AB1_OTHER_PROTOZOAL
AB1_OTHER_SEPSIS	Other septicaemia	I Certain infectious and parasitic diseases (AB1_)	17133	439048	https://risteys.finngen.fi/endpoints/AB1_OTHER_SEPSIS
AB1_OTHER_SPIROCHAETAL	Other spirochaetal diseases	I Certain infectious and parasitic diseases (AB1_)	10678	489670	https://risteys.finngen.fi/endpoints/AB1_OTHER_SPIROCHAETAL
AB1_OTHER_SUPERF_MYCOSIS	Other superficial mycoses	I Certain infectious and parasitic diseases (AB1_)	742	488977	https://risteys.finngen.fi/endpoints/AB1_OTHER_SUPERF_MYCOSIS
AB1_OTHER_VIRAL	Other viral diseases	I Certain infectious and parasitic diseases (AB1_)	14261	486087	https://risteys.finngen.fi/endpoints/AB1_OTHER_VIRAL
AB1_PARASITIC_NOS	Unspecified parasitic disease	I Certain infectious and parasitic diseases (AB1_)	286	498117	https://risteys.finngen.fi/endpoints/AB1_PARASITIC_NOS
AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST	Pediculosis, acariasis and other infestations	I Certain infectious and parasitic diseases (AB1_)	2231	498117	https://risteys.finngen.fi/endpoints/AB1_PEDICULOSIS_ACARIASIS_OTHERINFEST
AB1_PEDICULOSIS_AND_PHTHIRIAASIS	Pediculosis and phthiriasis	I Certain infectious and parasitic diseases (AB1_)	109	498117	https://risteys.finngen.fi/endpoints/AB1_PEDICULOSIS_AND_PHTHIRIAASIS
AB1_PNEUMOCYSTOSIS	Pneumocystosis	I Certain infectious and parasitic diseases (AB1_)	513	499430	https://risteys.finngen.fi/endpoints/AB1_PNEUMOCYSTOSIS
AB1_POLIOMYELITIS	Acute poliomyelitis	I Certain infectious and parasitic diseases (AB1_)	469	497501	https://risteys.finngen.fi/endpoints/AB1_POLIOMYELITIS
AB1_PROTOZOAL	Protozoal diseases	I Certain infectious and parasitic diseases (AB1_)	918	499430	https://risteys.finngen.fi/endpoints/AB1_PROTOZOAL
AB1_RELAP_FEVER	Relapsing fevers	I Certain infectious and parasitic diseases (AB1_)	74	489670	https://risteys.finngen.fi/endpoints/AB1_RELAP_FEVER
AB1_RESP_TUBERCU_CONF	Respiratory tuberculosis, confirmed	I Certain infectious and parasitic diseases (AB1_)	689	497285	https://risteys.finngen.fi/endpoints/AB1_RESP_TUBERCU_CONF
AB1_RESP_TUBERCU_NONCONF	Respiratory tuberculosis, not confirmed	I Certain infectious and parasitic diseases (AB1_)	1638	497285	https://risteys.finngen.fi/endpoints/AB1_RESP_TUBERCU_NONCONF
AB1_RICKETTSIOSES	Rickettsioses	I Certain infectious and parasitic diseases (AB1_)	61	500287	https://risteys.finngen.fi/endpoints/AB1_RICKETTSIOSES
AB1_RUBELLA	Rubella [German measles]	I Certain infectious and parasitic diseases (AB1_)	1264	480316	https://risteys.finngen.fi/endpoints/AB1_RUBELLA
AB1_SALMONELLA_OTH	Other salmonella infections	I Certain infectious and parasitic diseases (AB1_)	1411	444292	https://risteys.finngen.fi/endpoints/AB1_SALMONELLA_OTH
AB1_SCABIES	Scabies	I Certain infectious and parasitic diseases (AB1_)	1690	498117	https://risteys.finngen.fi/endpoints/AB1_SCABIES
AB1_SCARLET_FEVER	Scarlet fever	I Certain infectious and parasitic diseases (AB1_)	257	439048	https://risteys.finngen.fi/endpoints/AB1_SCARLET_FEVER
AB1_SEQULAE_INF_NOS	Sequelae of other and unspecified infectious and parasitic diseases	I Certain infectious and parasitic diseases (AB1_)	2203	497160	https://risteys.finngen.fi/endpoints/AB1_SEQULAE_INF_NOS
AB1_SEQULAE_POLIO	Sequelae of poliomyelitis	I Certain infectious and parasitic diseases (AB1_)	265	497160	https://risteys.finngen.fi/endpoints/AB1_SEQULAE_POLIO
AB1_SEQULAE_TUBERCU	Sequelae of tuberculosis	I Certain infectious and parasitic diseases (AB1_)	727	497160	https://risteys.finngen.fi/endpoints/AB1_SEQULAE_TUBERCU
AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES	Sequelae of infectious and parasitic diseases	I Certain infectious and parasitic diseases (AB1_)	3188	497160	https://risteys.finngen.fi/endpoints/AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES
AB1_SEXUAL_TRANSMISSION	Infections with a predominantly sexual mode of transmission	I Certain infectious and parasitic diseases (AB1_)	14890	485458	https://risteys.finngen.fi/endpoints/AB1_SEXUAL_TRANSMISSION
AB1_SEXUAL_TRANSMISSION_NOS	Other predominantly sexually transmitted diseases, not elsewhere classified	I Certain infectious and parasitic diseases (AB1_)	7854	485458	https://risteys.finngen.fi/endpoints/AB1_SEXUAL_TRANSMISSION_NOS
AB1_SHIGELLOSIS	Shigellosis	I Certain infectious and parasitic diseases (AB1_)	109	444292	https://risteys.finngen.fi/endpoints/AB1_SHIGELLOSIS
AB1_STREPTO_SEPSIS	Streptococcal septicaemia	I Certain infectious and parasitic diseases (AB1_)	3239	439048	https://risteys.finngen.fi/endpoints/AB1_STREPTO_SEPSIS
AB1_STREPTSTAPHYCOCC_INOTHER	Streptococcus and staphylococcus as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	195	496827	https://risteys.finngen.fi/endpoints/AB1_STREPTSTAPHYCOCC_INOTHER
AB1_SYPHILIS	Syphilis	I Certain infectious and parasitic diseases (AB1_)	869	485458	https://risteys.finngen.fi/endpoints/AB1_SYPHILIS
AB1_SYPHILIS_NOS	Other and unspecified syphilis	I Certain infectious and parasitic diseases (AB1_)	87	485458	https://risteys.finngen.fi/endpoints/AB1_SYPHILIS_NOS
AB1_TICK_BORNE_ENCEPHALITIS	Tick-borne viral encephalitis	I Certain infectious and parasitic diseases (AB1_)	122	497501	https://risteys.finngen.fi/endpoints/AB1_TICK_BORNE_ENCEPHALITIS
AB1_TOXOPLASMOSIS	Toxoplasmosis	I Certain infectious and parasitic diseases (AB1_)	199	499430	https://risteys.finngen.fi/endpoints/AB1_TOXOPLASMOSIS
AB1_TRICHOMONIASIS	Trichomoniasis	I Certain infectious and parasitic diseases (AB1_)	274	485458	https://risteys.finngen.fi/endpoints/AB1_TRICHOMONIASIS
AB1_TUBERCULOSIS	Tuberculosis, wide	I Certain infectious and parasitic diseases (AB1_)	3063	497285	https://risteys.finngen.fi/endpoints/AB1_TUBERCULOSIS
AB1_TUBERCU_OTH_ORG	Tuberculosis of other organs, strict	I Certain infectious and parasitic diseases (AB1_)	881	497285	https://risteys.finngen.fi/endpoints/AB1_TUBERCU_OTH_ORG
AB1_TULARAEMIA	Tularaemia	I Certain infectious and parasitic diseases (AB1_)	451	499698	https://risteys.finngen.fi/endpoints/AB1_TULARAEMIA
AB1_TYPHOIDPARATHYPHOID	Typhoid and paratyphoid fevers	I Certain infectious and parasitic diseases (AB1_)	161	444292	https://risteys.finngen.fi/endpoints/AB1_TYPHOIDPARATHYPHOID
AB1_VARICELLA	Varicella [chickenpox]	I Certain infectious and parasitic diseases (AB1_)	1808	480316	https://risteys.finngen.fi/endpoints/AB1_VARICELLA
AB1_VIRAAL_CONJUNCT	Viral conjunctivitis	I Certain infectious and parasitic diseases (AB1_)	766	486087	https://risteys.finngen.fi/endpoints/AB1_VIRAAL_CONJUNCT
AB1_VIRAL_CNS	Viral infections of the central nervous system	I Certain infectious and parasitic diseases (AB1_)	2847	497501	https://risteys.finngen.fi/endpoints/AB1_VIRAL_CNS
AB1_VIRAL_ENCEPHALITIS_NOS	Viral encephalitis, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	704	497501	https://risteys.finngen.fi/endpoints/AB1_VIRAL_ENCEPHALITIS_NOS
AB1_VIRAL_HEMOR_FEVER_NOS	Viral haemorrhagic fevers, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	3042	496577	https://risteys.finngen.fi/endpoints/AB1_VIRAL_HEMOR_FEVER_NOS
AB1_VIRAL_HEPATITIS	Viral hepatitis	I Certain infectious and parasitic diseases (AB1_)	2776	497572	https://risteys.finngen.fi/endpoints/AB1_VIRAL_HEPATITIS
AB1_VIRAL_INOTHER	Viral agents as the cause of diseases classified to other chapters	I Certain infectious and parasitic diseases (AB1_)	752	496827	https://risteys.finngen.fi/endpoints/AB1_VIRAL_INOTHER
AB1_VIRAL_MENINGITIS	Viral meningitis	I Certain infectious and parasitic diseases (AB1_)	1386	497501	https://risteys.finngen.fi/endpoints/AB1_VIRAL_MENINGITIS
AB1_VIRAL_NOS	Other viral diseases, not elsewhere classified	I Certain infectious and parasitic diseases (AB1_)	8325	486087	https://risteys.finngen.fi/endpoints/AB1_VIRAL_NOS
AB1_VIRAL_OTHER_INTEST_INFECTIONS	Viral and other specified intestinal infections	I Certain infectious and parasitic diseases (AB1_)	11050	444292	https://risteys.finngen.fi/endpoints/AB1_VIRAL_OTHER_INTEST_INFECTIONS
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE	Viral infections characterized by skin and mucous membrane lesions	I Certain infectious and parasitic diseases (AB1_)	20032	480316	https://risteys.finngen.fi/endpoints/AB1_VIRAL_SKIN_MUCOUS_MEMBRANE
AB1_VIRAL_SKIN_NOS	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified	I Certain infectious and parasitic diseases (AB1_)	1449	480316	https://risteys.finngen.fi/endpoints/AB1_VIRAL_SKIN_NOS
AB1_VIRAL_WARTS	Viral warts	I Certain infectious and parasitic diseases (AB1_)	4044	480316	https://risteys.finngen.fi/endpoints/AB1_VIRAL_WARTS
AB1_VIRAN_CNS_INFECTIONS_NOS	Viral infections of central nervous system, not elsewhere classified/unspecified	I Certain infectious and parasitic diseases (AB1_)	406	497501	https://risteys.finngen.fi/endpoints/AB1_VIRAN_CNS_INFECTIONS_NOS
AB1_WHOOPCOUGH	Whooping cough	I Certain infectious and parasitic diseases (AB1_)	222	439048	https://risteys.finngen.fi/endpoints/AB1_WHOOPCOUGH
AB1_ZOONOTIC_BACTERIAL	Certain zoonotic bacterial diseases	I Certain infectious and parasitic diseases (AB1_)	650	499698	https://risteys.finngen.fi/endpoints/AB1_ZOONOTIC_BACTERIAL
AB1_ZOSTER	Zoster [herpes zoster]	I Certain infectious and parasitic diseases (AB1_)	7132	480316	https://risteys.finngen.fi/endpoints/AB1_ZOSTER
ABDOM_HERNIA	Hernia of abdominal wall	XI Diseases of the digestive system (K11_)	21210	479138	https://risteys.finngen.fi/endpoints/ABDOM_HERNIA
ABDOM_HERNIA_POSTOP	Hernia of abdominal wall, postoperative	XI Diseases of the digestive system (K11_)	8152	277113	https://risteys.finngen.fi/endpoints/ABDOM_HERNIA_POSTOP
ABPA	Allergic bronchopulmonary aspergillosis (ABPA)	COPD and related endpoints	123	180057	https://risteys.finngen.fi/endpoints/ABPA
ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD	Acute drug-induced interstitial lung disorder	X Diseases of the respiratory system (J10_)	245	500103	https://risteys.finngen.fi/endpoints/ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD
AD_AM_EXMORE	Alzheimer’s disease (Atypical or mixed) (more control exclusions)	Neurological endpoints	3403	216472	https://risteys.finngen.fi/endpoints/AD_AM_EXMORE
AD_EO_EXMORE	Alzheimer’s disease (Early onset) (more control exclusions)	Neurological endpoints	1820	216472	https://risteys.finngen.fi/endpoints/AD_EO_EXMORE
AD_LO_EXMORE	Alzheimer’s disease (Late onset) (more control exclusions)	Neurological endpoints	9690	216472	https://risteys.finngen.fi/endpoints/AD_LO_EXMORE
AD_U_EXMORE	Alzheimer’s disease (undefined) (more control exclusions)	Neurological endpoints	502	216472	https://risteys.finngen.fi/endpoints/AD_U_EXMORE
ALCODELIRIUM	Alcohol withdrawal state with delirium 	V Mental and behavioural disorders (F5_)	2605	497743	https://risteys.finngen.fi/endpoints/ALCODELIRIUM
ALCOHOLACUTE10	Acute alcohol intoxication, ICD10	Alcohol related diseases	8774	489910	https://risteys.finngen.fi/endpoints/ALCOHOLACUTE10
ALCOPANCACU	Alcohol-induced acute pancreatitis	Alcohol related diseases	1286	499062	https://risteys.finngen.fi/endpoints/ALCOPANCACU
ALCOPANCCHRON	Alcohol-induced chronic pancreatitis	Alcohol related diseases	2400	497948	https://risteys.finngen.fi/endpoints/ALCOPANCCHRON
ALCO_PRESCRIPTION	Use of disulfiram, acamprosate or naltrexone	Alcohol related diseases	3513	496835	https://risteys.finngen.fi/endpoints/ALCO_PRESCRIPTION
ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN	Allergic contact dermatitis due to drugs in contact with skin	XII Diseases of the skin and subcutaneous tissue (L12_)	792	499556	https://risteys.finngen.fi/endpoints/ALLERGIC_CONTACT_DERMA_DRUGS_CONTACT_W_SKIN
ALLERG_ASTHMA	Allergic asthma (mode)	Asthma and related endpoints	13450	270290	https://risteys.finngen.fi/endpoints/ALLERG_ASTHMA
ALLERG_RHINITIS	Allergic rhinitis	Comorbidities of Asthma	15569	474650	https://risteys.finngen.fi/endpoints/ALLERG_RHINITIS
AMN2	Transient global amnesia	Neurological endpoints	3315	471699	https://risteys.finngen.fi/endpoints/AMN2
ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE	Anaphylactic shock due to adverse effect of correct drug or medication properly administered	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	407	499941	https://risteys.finngen.fi/endpoints/ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE
ANOSMIA	Anosmia	Comorbidities of Neurological endpoints	980	111976	https://risteys.finngen.fi/endpoints/ANOSMIA
ANTIDEPRESSANTS	Depression medications	Comorbidities of Neurological endpoints	149403	111976	https://risteys.finngen.fi/endpoints/ANTIDEPRESSANTS
APPENDACUT_COMPLIC	Acute appendicitis, with complications	XI Diseases of the digestive system (K11_)	8921	458424	https://risteys.finngen.fi/endpoints/APPENDACUT_COMPLIC
APPENDACUT_NOCOMPLIC	Acute appendicitis, no complications	XI Diseases of the digestive system (K11_)	30012	458424	https://risteys.finngen.fi/endpoints/APPENDACUT_NOCOMPLIC
ARTHRO_SPEC	Other specific arthropathies, wide	Rheuma endpoints	811	374317	https://risteys.finngen.fi/endpoints/ARTHRO_SPEC
ARTRHO_POSTDYSENTERIC	Postdysenteric arthropathy	Rheuma endpoints	340	497416	https://risteys.finngen.fi/endpoints/ARTRHO_POSTDYSENTERIC
ASTHMA_ACUTE_RESPIRATORY_INFECTIONS	Asthma-related acute respiratory infections	Asthma and related endpoints	22761	441248	https://risteys.finngen.fi/endpoints/ASTHMA_ACUTE_RESPIRATORY_INFECTIONS
ASTHMA_ALLERG	Asthma and allergy	Asthma and related endpoints	6883	267434	https://risteys.finngen.fi/endpoints/ASTHMA_ALLERG
ASTHMA_CHILD_EXMORE	Childhood asthma (age<16) (more control exclusions)	Asthma and related endpoints	8402	259839	https://risteys.finngen.fi/endpoints/ASTHMA_CHILD_EXMORE
ASTHMA_EOSINOPHIL_SUGG	Suggestive for eosinophilic asthma	Comorbidities of Asthma	3565	441248	https://risteys.finngen.fi/endpoints/ASTHMA_EOSINOPHIL_SUGG
ASTHMA_INFECTIONS	Asthma-related infections	Asthma and related endpoints	31090	441248	https://risteys.finngen.fi/endpoints/ASTHMA_INFECTIONS
ASTHMA_MIXED_EXMORE	Asthma mixed form (mode) (more control exclusions)	Asthma and related endpoints	2407	259839	https://risteys.finngen.fi/endpoints/ASTHMA_MIXED_EXMORE
ASTHMA_NAS	Asthma, unspecified (mode)	Asthma and related endpoints	30770	270290	https://risteys.finngen.fi/endpoints/ASTHMA_NAS
ASTHMA_OBESITY	Obesity related asthma	Comorbidities of Asthma	15107	441248	https://risteys.finngen.fi/endpoints/ASTHMA_OBESITY
ASTHMA_OPPORTUNIST_INFECTIONS	Asthma and opportunity respiratory infection	Asthma and related endpoints	1606	441248	https://risteys.finngen.fi/endpoints/ASTHMA_OPPORTUNIST_INFECTIONS
ASTHMA_PNEUMONIA	Asthma-related pneumonia	Asthma and related endpoints	16964	441248	https://risteys.finngen.fi/endpoints/ASTHMA_PNEUMONIA
AUD	Alcohol use disorder, ICD-based	V Mental and behavioural disorders (F5_)	20597	479751	https://risteys.finngen.fi/endpoints/AUD
AUD_SWEDISH	Alcohol use disorder, Swedish definition	Alcohol related diseases	28861	471487	https://risteys.finngen.fi/endpoints/AUD_SWEDISH
AUTOHEP	Autoimmune hepatitis	XI Diseases of the digestive system (K11_)	264	372273	https://risteys.finngen.fi/endpoints/AUTOHEP
AUTOIMMUNE	Autoimmune diseases	Diseases marked as autimmune origin	128075	372273	https://risteys.finngen.fi/endpoints/AUTOIMMUNE
AUTOIMMUNE_HYPERTHYROIDISM	Autoimmune hyperthyroidism	IV Endocrine, nutritional and metabolic diseases (E4_)	2469	370637	https://risteys.finngen.fi/endpoints/AUTOIMMUNE_HYPERTHYROIDISM
AUTOIMMUNE_NONTHYROID	Autoimmune diseases excluding thyroid diseases	Diseases marked as autimmune origin	70570	371089	https://risteys.finngen.fi/endpoints/AUTOIMMUNE_NONTHYROID
BACT_INTEST_INFECTION_NOS	Other specified/unspecified bacterial intestinal infections	I Certain infectious and parasitic diseases (AB1_)	2356	492689	https://risteys.finngen.fi/endpoints/BACT_INTEST_INFECTION_NOS
BLEEDING	Bleeding	Miscellaneous, not yet classified endpoints	49027	451321	https://risteys.finngen.fi/endpoints/BLEEDING
BMI_IRN	Body-mass index, inverse-rank normalized	Quantitative endpoints	500348	0	NA
BRONCHITIS	Bronchitis	Asthma and related endpoints	77621	422727	https://risteys.finngen.fi/endpoints/BRONCHITIS
C3_ADRENAL_GLAND_EXALLC	Malignant neoplasm of adrenal gland, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	242	378749	https://risteys.finngen.fi/endpoints/C3_ADRENAL_GLAND_EXALLC
C3_ALL_EXALLC	Acute lymphocytic leukaemia, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	214	378748	https://risteys.finngen.fi/endpoints/C3_ALL_EXALLC
C3_AML_EXALLC	Acute myeloid leukaemia, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	322	378747	https://risteys.finngen.fi/endpoints/C3_AML_EXALLC
C3_AML_MDS	Acute myeloid leukaemia and myelodysplastic syndromes	II Neoplasms, from cancer register (ICD-O-3)	602	499746	https://risteys.finngen.fi/endpoints/C3_AML_MDS
C3_AML_MDS_EXALLC	Acute myeloid leukaemia and myelodysplastic syndromes, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1249	378296	https://risteys.finngen.fi/endpoints/C3_AML_MDS_EXALLC
C3_ANUS_ANALCANAL_EXALLC	Malignant neoplasm of anus and anal canal, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	405	378749	https://risteys.finngen.fi/endpoints/C3_ANUS_ANALCANAL_EXALLC
C3_ASTROCYTOMA_EXALLC	Brain astrocytoma, excluding all cancers (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	138	378749	https://risteys.finngen.fi/endpoints/C3_ASTROCYTOMA_EXALLC
